Chest	Chest	Chest	Chest	Right Hip	Right Hip	Right Hip	Right Hip	Right Wrist	Right Wrist	Right Wrist	Right Wrist	Right Thigh	Right Thigh	Right Thigh	Right Thigh	Right foot	Right foot	Right foot	Right foot	Lower Back	Lower Back	Lower Back	Lower Back	Annotation	Annotation
Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Pulse	Level
mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	Boolean	Boolean
1220840.820	0.093	7.232	1.281	1221106.445	-2.346	9.527	1.408	1222068.359	4.811	12.189	5.488	1220800.781	-0.608	11.040	4.624	1221991.211	13.239	2.738	4.493	1221406.250	-2.070	6.947	3.945	0.000	0.000
1220860.352	0.128	6.117	0.785	1221125.977	-1.615	9.985	0.728	1222087.891	5.699	13.515	4.371	1220820.312	0.468	8.351	4.501	1222010.742	8.069	-5.825	1.685	1221425.781	-2.103	6.354	3.980	0.000	0.000
1220879.883	-0.268	5.536	1.239	1221145.508	-1.385	10.128	1.013	1222107.422	6.888	12.446	2.541	1220839.844	0.081	8.724	4.293	1222030.273	2.357	-8.240	1.828	1221445.312	-1.979	5.723	3.669	0.000	0.000
1220899.414	-0.236	4.651	0.355	1221165.039	-1.269	11.073	0.053	1222126.953	7.527	11.214	1.096	1220859.375	-0.734	7.516	3.528	1222049.805	4.439	2.009	4.999	1221464.844	-1.920	4.612	2.784	0.000	0.000
1220918.945	-0.834	4.646	0.601	1221184.570	-0.808	9.658	0.410	1222146.484	6.900	9.165	0.965	1220878.906	-1.545	7.186	3.162	1222069.336	5.724	5.447	4.385	1221484.375	-0.559	4.339	1.562	0.000	0.000
1220938.477	-0.307	5.189	1.303	1221204.102	-0.308	6.951	0.588	1222166.016	6.085	7.480	1.248	1220898.437	-2.428	6.061	3.325	1222088.867	3.190	5.883	3.090	1221503.906	0.292	4.256	1.111	0.000	0.000
1220958.008	0.574	5.852	1.367	1221223.633	-0.038	3.561	1.592	1222185.547	5.853	7.703	0.691	1220917.969	-3.122	5.022	3.148	1222108.398	3.635	7.616	3.228	1221523.437	-0.028	4.482	2.121	0.000	0.000
1220977.539	0.891	7.240	1.073	1221243.164	-0.808	1.145	0.152	1222205.078	4.896	7.315	0.530	1220937.500	-3.143	4.745	4.977	1222127.930	-0.052	8.376	0.618	1221542.969	-0.658	4.933	3.140	0.000	0.000
1220997.070	-0.863	12.184	1.738	1221262.695	-1.385	2.533	-0.710	1222224.609	3.908	6.594	0.306	1220957.031	-1.658	3.585	3.407	1222147.461	-4.432	12.995	3.055	1221562.500	-2.623	5.841	2.587	0.000	0.000
1221016.602	0.059	13.308	1.865	1221282.227	-2.000	4.312	-0.772	1222244.141	3.055	6.578	0.169	1220976.562	1.279	2.983	0.987	1222166.992	-5.640	22.053	3.380	1221582.031	-2.441	7.617	1.831	0.000	0.000
1221036.133	-2.035	14.749	4.478	1221301.758	-3.154	5.618	-1.267	1222263.672	1.765	5.965	-0.425	1220996.094	4.522	3.799	-1.657	1222186.523	-9.427	20.303	2.082	1221601.562	5.646	11.240	8.784	0.000	0.000
1221055.664	-2.503	14.398	5.745	1221321.289	-3.538	7.352	0.940	1222283.203	1.640	4.779	-0.544	1221015.625	8.077	6.602	-3.796	1222206.055	-17.936	18.000	-0.010	1221621.094	0.368	13.811	10.936	0.000	0.000
1221075.195	-0.581	13.956	1.944	1221340.820	-1.269	5.596	3.538	1222302.734	3.118	3.613	0.498	1221035.156	12.251	9.439	-5.626	1222225.586	-19.787	17.123	-2.467	1221640.625	1.282	12.432	9.319	0.000	0.000
1221094.727	-1.298	17.679	2.177	1221360.352	-0.385	9.786	3.314	1222322.266	3.509	3.238	1.772	1221054.687	13.238	10.604	-10.787	1222245.117	-30.694	7.167	-6.302	1221660.156	-1.087	10.863	5.508	0.000	0.000
1221114.258	-0.870	18.568	5.017	1221379.883	-4.692	15.127	2.924	1222341.797	3.404	3.301	2.586	1221074.219	5.150	5.632	-11.931	1222264.648	-24.329	11.359	3.194	1221679.687	-1.361	12.940	3.917	0.000	0.000
1221133.789	0.216	14.964	1.586	1221399.414	0.577	16.682	1.077	1222361.328	1.849	3.743	3.456	1221093.750	2.564	4.556	-9.034	1222284.180	-6.134	9.433	3.935	1221699.219	4.075	18.219	8.857	0.000	0.000
1221153.320	0.656	13.237	1.615	1221418.945	1.962	15.988	-1.259	1222380.859	-2.686	5.776	2.227	1221113.281	9.866	6.796	-13.361	1222303.711	-77.764	47.846	6.033	1221718.750	1.263	16.024	7.647	0.000	0.000
1221172.852	-0.309	11.497	1.098	1221438.477	-1.077	14.157	-2.312	1222400.391	-3.170	5.623	1.688	1221132.812	-4.073	14.158	11.888	1222323.242	69.894	-14.387	2.553	1221738.281	-2.036	13.465	5.556	0.000	0.000
1221192.383	-0.959	10.183	0.079	1221458.008	-4.615	15.096	-2.962	1222419.922	-3.231	9.749	3.824	1221152.344	-12.603	23.554	-10.318	1222342.773	-2.547	29.187	25.892	1221757.812	-1.655	11.980	3.536	0.000	0.000
1221211.914	-1.117	9.220	0.312	1221477.539	-9.385	20.218	0.199	1222439.453	-2.446	19.707	2.236	1221171.875	-0.386	18.589	3.692	1222362.305	-0.298	0.717	-16.569	1221777.344	-0.371	11.041	2.958	0.000	0.000
1221231.445	-1.004	7.875	-0.356	1221497.070	-2.615	17.002	-0.077	1222458.984	-2.326	34.878	7.526	1221191.406	-4.079	11.401	7.492	1222381.836	3.164	20.605	-3.949	1221796.875	-0.787	9.897	3.408	0.000	0.000
1221250.977	-0.517	6.533	0.252	1221516.602	2.192	11.214	-1.444	1222478.516	-1.603	26.377	7.263	1221210.937	13.610	17.488	-4.335	1222401.367	11.223	10.169	4.036	1221816.406	-0.432	9.004	3.391	0.000	0.000
1221270.508	0.174	4.963	1.406	1221536.133	1.462	8.006	-2.176	1222498.047	-1.675	18.784	7.118	1221230.469	14.245	23.100	1.424	1222420.898	3.968	11.771	0.128	1221835.937	0.387	7.700	3.585	0.000	0.000
1221290.039	-0.024	3.192	1.560	1221555.664	-0.269	6.621	-1.437	1222517.578	-1.861	20.306	10.074	1221250.000	-2.675	7.398	5.598	1222440.430	2.926	8.613	1.064	1221855.469	0.860	6.251	3.916	0.000	0.000
1221309.570	-0.024	2.577	1.569	1221575.195	-1.346	7.128	-0.841	1222537.109	-2.833	20.332	9.249	1221269.531	0.188	9.339	7.291	1222459.961	2.578	9.380	2.037	1221875.000	0.958	4.250	3.817	0.000	0.000
1221329.102	-0.255	2.305	2.478	1221594.727	-1.769	5.721	-0.847	1222556.641	-2.464	18.235	8.595	1221289.062	2.332	11.168	6.285	1222479.492	2.851	9.749	2.056	1221894.531	1.242	3.025	3.583	0.000	0.000
1221348.633	0.101	4.309	2.094	1221614.258	-1.885	3.983	-1.027	1222576.172	0.210	13.996	8.245	1221308.594	-1.724	11.625	4.505	1222499.023	3.048	8.979	1.162	1221914.062	0.919	2.806	1.446	0.000	0.000
1221368.164	-0.226	5.536	1.439	1221633.789	-2.885	4.627	-1.726	1222595.703	2.502	9.833	6.907	1221328.125	-1.602	10.241	1.307	1222518.555	2.288	9.641	1.248	1221933.594	0.857	3.103	-0.343	0.000	0.000
1221387.695	-1.021	5.913	1.866	1221653.320	-3.808	4.395	-1.225	1222615.234	3.541	7.382	5.946	1221347.656	1.340	8.846	-0.585	1222538.086	2.331	10.019	2.578	1221953.125	1.271	3.284	0.409	0.000	0.000
1221407.227	-1.944	6.750	1.597	1221672.852	-3.462	2.067	-1.519	1222634.766	4.852	6.413	5.467	1221367.187	5.676	7.254	-1.642	1222557.617	1.749	9.162	2.686	1221972.656	-0.420	4.189	3.169	0.000	0.000
1221426.758	-2.437	7.668	0.288	1221692.383	-1.423	0.127	-0.788	1222654.297	4.422	5.337	4.747	1221386.719	6.289	6.083	-1.904	1222577.148	1.513	8.907	2.596	1221992.187	-1.490	5.607	4.901	0.000	0.000
1221446.289	-2.139	12.363	2.120	1221711.914	-0.769	4.532	1.155	1222673.828	4.058	4.597	3.933	1221406.250	5.975	5.357	-2.486	1222596.680	1.454	8.415	2.067	1222011.719	-3.846	8.001	3.560	0.000	0.000
1221465.820	0.061	14.847	2.062	1221731.445	-0.192	8.621	2.301	1222693.359	4.092	4.456	3.307	1221425.781	6.772	4.211	-3.555	1222616.211	0.687	7.722	1.110	1222031.250	-1.606	7.757	2.819	0.000	0.000
1221485.352	2.252	16.715	1.173	1221750.977	-0.077	9.957	3.987	1222712.891	3.789	4.747	3.218	1221445.312	7.367	3.720	-1.777	1222635.742	3.106	8.080	2.108	1222050.781	-6.919	11.365	7.426	0.000	0.000
1221504.883	1.490	19.630	5.047	1221770.508	1.269	11.726	-2.960	1222732.422	2.160	4.424	2.651	1221464.844	7.474	7.190	-2.607	1222655.273	4.348	13.463	-1.851	1222070.312	-1.539	12.201	7.092	0.000	0.000
1221524.414	0.724	16.046	0.355	1221790.070	0.692	10.834	10.150	1222751.953	0.979	3.852	1.942	1221484.375	9.200	11.484	-6.888	1222674.805	3.193	6.913	0.267	1222089.844	-6.296	17.063	12.492	0.000	0.000
1221543.945	1.045	18.049	0.532	1221809.570	3.308	15.513	-7.154	1222771.484	0.054	3.797	1.880	1221503.906	5.831	8.778	-9.166	1222694.336	4.799	10.724	2.557	1222109.375	-3.198	15.736	7.884	0.000	0.000
1221563.477	-1.027	19.374	5.299	1221829.102	-1.885	14.793	1.107	1222791.016	-1.063	3.890	1.486	1221523.437	3.724	2.915	-4.556	1222713.867	4.065	9.289	1.632	1222128.906	-0.024	12.371	5.442	0.000	0.000
1221583.008	-1.289	13.833	-0.855	1221848.633	-6.462	20.570	8.555	1222810.547	-2.242	3.789	1.849	1221542.969	2.844	2.327	3.640	1222733.398	3.248	10.681	3.416	1222148.437	-4.367	20.821	8.139	0.000	0.000
1221602.539	-1.681	12.137	-0.096	1221868.164	-2.885	14.757	1.046	1222830.078	-2.246	3.792	1.541	1221562.500	2.129	0.382	5.254	1222752.930	2.395	9.477	2.314	1222167.969	-3.623	16.073	7.783	0.000	0.000
1221622.070	-1.440	10.947	0.042	1221887.695	3.308	11.074	-0.009	1222849.609	-1.902	3.316	1.616	1221582.031	1.205	2.525	5.113	1222772.461	1.750	10.055	1.124	1222187.500	1.600	12.169	4.768	0.000	0.000
1221641.602	-0.804	8.953	-0.424	1221907.227	-1.231	28.259	5.544	1222869.141	-1.489	3.065	1.629	1221601.562	5.651	7.509	-0.280	1222791.992	4.038	10.756	-1.049	1222207.031	-0.022	11.185	2.590	0.000	0.000
1221661.133	-0.282	7.689	-0.213	1221926.758	-2.808	12.417	-0.486	1222888.672	-0.565	3.193	1.773	1221621.094	5.927	14.271	0.356	1222811.523	11.911	19.451	2.086	1222226.562	-1.484	9.904	3.894	0.000	0.000
1221680.664	-0.040	6.577	0.009	1221946.289	0.154	6.558	-1.972	1222908.203	0.287	3.319	1.957	1221640.625	13.515	16.173	-6.183	1222831.055	9.904	17.813	-1.453	1222246.094	-1.099	9.011	4.724	0.000	0.000
1221700.195	-0.158	5.114	0.217	1221965.820	-1.731	8.663	0.197	1222927.734	1.488	4.017	1.251	1221660.156	11.248	19.774	-6.006	1222850.586	13.316	19.766	3.937	1222265.625	-2.395	8.394	4.232	0.000	0.000
1221719.727	0.010	4.346	1.017	1221985.352	-3.269	10.082	1.472	1222947.266	2.613	5.696	2.308	1221679.687	7.732	20.078	-3.718	1222870.117	15.648	16.653	3.227	1222285.156	-2.954	6.881	3.923	0.000	0.000
1221739.258	-0.510	4.033	1.047	1222004.883	-0.154	9.023	2.565	1222966.797	3.076	7.393	3.879	1221699.219	3.818	22.934	0.991	1222889.648	14.412	9.336	2.916	1222304.687	-2.823	5.436	3.747	0.000	0.000
1221758.789	-0.229	3.344	1.089	1222024.414	0.885	7.608	2.934	1222986.328	3.002	8.009	5.154	1221718.750	1.275	20.399	4.416	1222909.180	13.315	5.592	2.241	1222324.219	-2.468	4.580	3.733	0.000	0.000
1221778.320	0.304	3.311	2.442	1222043.945	0.231	6.678	3.116	1223005.859	3.016	11.263	5.613	1221738.281	-0.370	15.984	5.344	1222928.711	2.447	-3.044	3.101	1222343.750	-2.163	4.318	4.297	0.000	0.000
1221797.852	0.837	4.278	3.726	1222063.477	0.154	7.425	2.828	1223025.391	3.915	15.701	8.098	1221757.812	-2.939	11.307	6.063	1222948.242	9.663	-15.783	-2.121	1222363.281	-0.844	3.120	4.317	0.000	0.000
1221817.383	1.236	6.551	3.595	1222083.008	-1.192	6.508	2.381	1223044.922	7.822	18.520	8.101	1221777.344	-0.806	9.984	3.984	1222967.773	-0.419	2.965	-5.972	1222382.812	-0.640	3.340	2.990	0.000	0.000
1221836.914	1.097	8.549	1.657	1222102.539	-0.923	6.306	1.371	1223064.453	13.446	21.795	6.680	1221796.875	0.812	8.695	4.252	1222987.305	10.507	-2.922	-0.088	1222402.344	-2.646	4.249	2.706	0.000	0.000
1221856.445	-0.322	8.843	-0.195	1222122.070	-0.231	6.382	-0.571	1223083.984	20.332	24.074	7.317	1221816.406	0.660	7.948	4.438	1223006.836	6.016	-3.568	1.726	1222421.875	-4.557	6.897	2.622	0.000	0.000
1221875.977	-1.228	7.834	1.244	1222141.602	-1.385	7.084	-0.499	1223103.516	24.708	20.488	8.055	1221835.937	-0.107	6.636	4.706	1223026.367	3.223	-1.107	1.401	1222441.406	-2.212	6.652	2.998	0.000	0.000
1221895.508	0.020	6.885	2.024	1222161.133	-2.808	10.866	1.159	1223123.047	20.169	14.718	9.319	1221855.469	-0.954	4.224	4.561	1223045.898	4.589	3.276	1.881	1222460.937	3.422	4.077	3.738	0.000	0.000
1221915.039	1.775	7.287	1.507	1222180.664	-2.500	11.616	2.533	1223142.578	13.380	9.948	9.775	1221875.000	-0.879	2.342	4.371	1223065.430	3.838	2.284	0.252	1222480.469	4.887	4.692	2.734	0.000	0.000
1221934.570	2.431	8.063	-0.861	1222200.195	-0.615	3.291	0.251	1223162.109	8.265	5.458	7.794	1221894.531	-0.072	2.092	4.318	1223084.961	3.184	3.715	-0.232	1222500.000	3.960	5.294	2.565	0.000	0.000
1221954.102	0.939	11.625	1.852	1222219.727	-0.077	1.407	-3.697	1223181.641	3.023	4.103	3.111	1221914.062	-2.553	2.713	6.240	1223104.492	1.190	8.858	2.097	1222519.531	-0.842	6.823	0.499	0.000	0.000
1221973.633	1.398	13.206	-0.234	1222239.258	-2.692	0.443	-3.634	1223201.172	-0.561	6.058	0.435	1221933.594	-2.608	2.761	4.627	1223124.023	-1.374	12.434	3.914	1222539.062	-2.030	7.724	2.923	0.000	0.000
1221993.164	-1.850	17.251	2.961	1222258.789	-8.346	-1.811	-3.889	1223220.703	-3.312	7.612	-1.132	1221953.125	-0.475	2.734	2.549	1223143.555	-4.256	19.155	4.307	1222558.594	8.709	14.172	11.128	0.000	0.000
1222012.695	-4.431	19.494	4.939	1222278.320	-13.808	7.481	1.861	1223240.234	-3.469	6.129	-1.348	1221972.656	1.793	3.244	2.348	1223163.086	-11.891	19.924	5.968	1222578.125	-6.190	16.692	10.045	0.000	0.000
1222032.227	-2.275	14.785	0.482	1222297.852	-7.500	12.811	3.913	1223259.766	-1.476	4.504	-1.540	1221992.187	6.271	7.987	-3.636	1223182.617	-20.558	19.693	6.887	1222597.656	-0.610	13.673	8.830	0.000	0.000
1222051.758	-2.433	15.437	0.676	1222317.383	0.654	16.548	4.068	1223279.297	-0.465	4.332	-0.841	1222011.719	7.088	14.195	-6.610	1223202.148	-25.476	13.569	2.684	1222617.187	1.932	13.203	5.117	0.000	0.000
1222071.289	-1.352	16.025	0.815	1222336.914	1.808	16.291	3.955	1223298.828	0.896	3.460	0.224	1222031.250	7.077	16.640	-11.579	1223221.680	-31.674	6.080	-0.126	1222636.719	-1.115	13.122	6.089	0.000	0.000
1222090.820	-1.193	15.873	0.726	1222356.445	8.385	13.605	-0.629	1223318.359	3.289	2.360	0.253	1222050.781	5.584	5.275	-14.722	1223241.211	-37.639	-3.285	-0.975	1222656.250	0.226	16.146	7.404	0.000	0.000
1222110.352	-0.797	13.454	0.281	1222375.977	0.077	16.980	1.014	1223337.891	5.884	2.771	1.384	1222070.312	-2.223	10.152	-10.737	1223260.742	-15.409	17.732	6.103	1222675.781	-0.576	15.598	7.350	0.000	0.000
1222129.883	-0.795	11.261	0.451	1222395.508	-6.615	18.166	0.975	1223357.422	8.160	3.997	1.770	1222089.844	6.962	5.932	-11.452	1223280.273	-51.734	46.320	11.373	1222695.312	-1.500	14.089	5.149	0.000	0.000
1222149.414	-0.803	8.992	-0.262	1222415.039	-4.615	16.595	-0.111	1223376.953	9.504	6.010	3.154	1222109.375	10.046	12.852	4.579	1223299.805	34.832	-19.102	2.044	1222714.844	-0.621	11.784	4.197	0.000	0.000
1222168.945	-0.842	7.030	-0.200	1222434.570	-4.346	14.975	-0.581	1223396.484	10.901	8.771	3.934	1222128.906	-10.296	16.170	-10.337	1223319.336	17.804	38.530	24.211	1222734.375	-1.676	10.128	3.675	0.000	0.000
1222188.477	-1.402	5.640	-0.224	1222454.102	-3.808	14.069	0.242	1223416.016	14.052	14.131	3.862	1222148.437	-3.056	21.388	2.091	1223338.867	-22.468	-4.930	-28.071	1222753.906	-2.244	8.911	3.925	0.000	0.000
1222208.008	-1.125	4.758	-0.511	1222473.633	-1.615	12.953	0.504	1223435.547	15.398	23.913	6.174	1222167.969	-4.162	14.163	3.042	1223358.398	5.038	18.761	-1.155	1222773.437	-1.303	7.828	3.253	0.000	0.000
1222227.539	-0.764	4.531	-0.366	1222493.164	-0.115	10.036	0.070	1223455.078	7.010	27.615	11.793	1222187.500	9.318	13.434	0.998	1223377.930	15.096	24.884	8.996	1222792.969	-0.864	6.453	3.011	0.000	0.000
1222247.070	-0.394	4.342	0.581	1222512.695	0.615	7.888	0.028	1223474.609	-2.841	24.516	9.388	1222207.031	16.327	19.329	1.890	1223397.461	3.727	6.522	-2.300	1222812.500	0.375	5.367	3.268	0.000	0.000
1222266.602	-0.666	4.647	1.439	1222532.227	-0.500	6.266	-0.355	1223494.141	-6.499	25.089	11.386	1222226.562	5.455	10.477	3.206	1223416.992	3.663	9.694	0.930	1222832.031	0.886	4.658	2.921	0.000	0.000
1222286.133	-0.625	4.455	1.549	1222551.758	-0.962	5.079	-0.228	1223513.672	-9.371	24.000	10.867	1222246.094	2.107	10.931	3.002	1223436.523	3.325	10.029	2.376	1222851.562	1.465	4.245	3.057	0.000	0.000
1222305.664	-0.780	4.108	1.973	1222571.289	-1.808	3.379	-0.420	1223533.203	-10.157	21.777	9.381	1222265.625	2.292	11.252	2.252	1223456.055	4.268	10.466	0.316	1222871.094	1.776	4.056	2.973	0.000	0.000
1222325.195	-0.779	5.185	2.147	1222590.820	-2.192	1.992	-1.461	1223552.734	-8.492	18.036	9.048	1222285.156	1.820	10.685	1.218	1223475.586	2.603	13.038	2.949	1222890.625	1.277	4.061	2.810	0.000	0.000
1222344.727	-0.909	6.452	1.052	1222610.352	-1.231	2.550	-1.551	1223572.266	-5.498	14.178	8.218	1222304.687	2.083	8.780	0.604	1223495.117	2.333	9.253	1.609	1222910.156	0.670	4.401	1.668	0.000	0.000
1222364.258	-0.914	7.299	0.614	1222629.883	-1.577	3.702	-1.774	1223591.797	-1.661	11.291	8.324	1222324.219	2.879	7.267	-0.526	1223514.648	1.175	8.781	2.900	1222929.687	-0.132	4.816	0.681	0.000	0.000
1222383.789	-1.796	8.059	0.421	1222649.414	-2.654	3.046	-2.309	1223611.328	3.879	8.619	8.833	1222343.750	3.103	5.290	-1.221	1223534.180	-0.206	8.811	3.031	1222949.219	-0.808	5.527	2.178	0.000	0.000
1222403.320	-0.891	9.145	-1.134	1222668.945	-3.538	4.449	-2.061	1223630.859	7.153	7.979	9.031	1222363.281	4.525	5.232	-1.301	1223553.711	0.045	8.279	2.573	1222968.750	-2.211	6.207	3.390	0.000	0.000
1222422.852	-0.489	12.764	3.083	1222688.477	-3.038	6.911	0.723	1223650.391	6.295	7.423	7.317	1222382.812	4.945	4.285	-1.666	1223573.242	0.786	8.411	2.881	1222988.281	-3.465	7.553	4.306	0.000	0.000
1222442.383	-0.715	13.647	0.529	1222708.008	-0.423	8.065	4.137	1223669.922	5.777	6.613	5.770	1222402.344	5.913	4.903	-0.975	1223592.773	0.986	8.615	1.776	1223007.812	-1.173	8.715	4.702	0.000	0.000
1222461.914	1.301	14.282	2.101	1222727.539	1.846	7.510	4.138	1223689.453	5.308	6.846	3.796	1222421.875	6.214	5.297	-1.644	1223612.305	0.594	8.589	1.548	1223027.344	-7.776	14.078	9.715	0.000	0.000
1222481.445	1.474	17.169	3.444	1222747.070	2.846	12.560	-2.054	1223708.984	4.261	6.835	2.778	1222441.406	4.955	3.366	-0.683	1223631.836	0.363	8.476	1.582	1223046.875	-2.996	10.734	8.076	0.000	0.000
1222500.977	-0.227	18.382	1.281	1222766.602	0.769	17.453	10.681	1223728.516	3.671	6.567	2.463	1222460.937	3.695	2.621	0.273	1223651.367	-1.585	7.614	1.050	1223066.406	-4.896	11.901	8.466	0.000	0.000
1222520.508	0.047	19.231	0.681	1222786.133	6.308	17.797	-4.642	1223748.047	1.924	6.902	2.522	1222480.469	4.310	4.111	0.208	1223670.898	2.879	9.918	1.643	1223085.937	-4.915	15.271	6.971	0.000	0.000
1222540.039	-0.137	18.768	2.260	1222805.664	-0.192	11.298	1.746	1223767.578	0.258	6.797	2.317	1222500.000	5.228	7.505	-0.280	1223690.430	4.378	11.701	2.274	1223105.469	-3.752	13.889	7.474	0.000	0.000
1222559.570	-0.752	14.646	0.780	1222825.195	-5.462	7.810	5.785	1223787.109	-1.032	6.184	1.800	1222519.531	5.250	10.295	-1.921	1223709.961	4.320	12.637	1.330	1223125.000	-3.250	16.884	8.117	0.000	0.000
1222579.102	-1.117	12.066	0.334	1222844.727	-5.769	21.644	3.001	1223806.641	-1.969	4.688	1.329	1222539.062	3.843	10.053	-4.204	1223729.492	5.563	13.756	2.654	1223144.531	-3.624	16.407	7.576	0.000	0.000
1222598.633	-1.352	9.871	0.827	1222864.258	3.538	14.258	1.904	1223826.172	-3.146	4.039	0.923	1222558.594	5.693	8.766	-7.589	1223749.023	7.539	17.632	4.406	1223164.062	-0.065	13.149	4.919	0.000	0.000
1222618.164	-0.481	8.995	-0.145	1222883.789	0.385	21.268	1.401	1223845.703	-3.747	2.366	0.356	1222578.125	9.733	11.618	-7.495	1223768.555	11.179	18.880	6.098	1223183.594	0.347	11.478	3.849	0.000	0.000
1222637.695	0.240	7.887	0.032	1222903.320	-1.269	16.341	1.474	1223865.234	-4.465	0.695	-0.670	1222597.656	12.376	18.709	-4.685	1223788.086	14.798	18.084	6.475	1223203.125	-1.143	10.271	4.004	0.000	0.000
1222657.227	0.236	6.425	-0.441	1222922.852	-3.923	8.503	0.756	1223884.766	-4.331	-0.632	-1.035	1222617.187	9.164	22.061	1.016	1223807.617	15.164	14.479	4.486	1223222.656	-1.397	8.681	4.118	0.000	0.000
1222676.758	-0.197	5.267	0.305	1222942.383	-4.462	9.292	0.231	1223904.297	-3.388	-1.465	-1.035	1222636.719	5.066	18.631	6.579	1223827.148	7.836	6.684	-2.562	1223242.187	-1.655	7.868	3.825	0.000	0.000
1222696.289	0.804	4.508	0.417	1222961.914	-4.615	10.313	1.040	1223923.828	-1.174	-0.578	-0.055	1222656.250	-0.365	12.892	9.658	1223846.680	-4.595	-13.052	-2.660	1223261.719	-1.980	6.316	3.210	0.000	0.000
1222715.820	0.291	3.657	1.060	1222981.445	-1.000	9.454	1.352	1223943.359	-0.168	1.796	1.591	1222675.781	-3.603	8.029	8.943	1223866.211	17.265	-12.401	6.545	1223281.250	-1.886	4.908	2.960	0.000	0.000
1222735.352	0.055	3.231	1.481	1223000.977	0.654	7.117	1.544	1223962.891	1.872	4.338	3.266	1222695.312	-0.449	7.658	5.075	1223885.742	14.166	11.895	2.841	1223300.781	-1.800	4.351	2.576	0.000	0.000
1222754.883	-0.141	3.345	1.929	1223020.508	0.423	5.191	1.578	1223982.422	3.525	6.018	5.274	1222714.844	1.637	8.428	6.044	1223905.273	9.703	-12.357	-3.223	1223320.312	-1.679	3.535	2.791	0.000	0.000
1222774.414	0.061	4.501	2.144	1223040.039	0.192	5.582	0.527	1224001.953	5.537	8.187	7.155	1222734.375	1.334	10.375	6.469	1223924.805	4.695	-6.879	-0.190	1223339.844	-1.794	3.759	2.612	0.000	0.000
1222793.945	0.853	5.432	1.263	1223059.570	-0.154	5.923	0.125	1224021.484	10.030	12.694	9.919	1222753.906	0.445	9.972	6.021	1223944.336	7.361	1.615	2.523	1223359.375	-1.707	3.536	1.790	0.000	0.000
1222813.477	1.374	5.975	1.365	1223079.102	-0.962	6.480	0.076	1224041.016	16.414	18.979	9.000	1222773.437	0.284	7.769	5.312	1223963.867	6.093	6.330	2.280	1223378.906	-1.471	3.755	1.003	0.000	0.000
1222833.008	2.141	7.137	2.055	1223098.633	-1.154	5.618	0.580	1224060.547	15.177	14.575	6.140	1222792.969	-1.606	6.026	4.785	1223983.398	3.513	12.591	5.220	1223398.437	0.638	4.142	1.264	0.000	0.000
1222852.539	2.180	7.368	1.987	1223118.164	-1.538	5.336	-0.142	1224080.078	13.775	13.817	5.153	1222812.500	-1.234	4.994	3.492	1224002.930	0.437	11.327	3.098	1223417.969	1.300	5.543	2.952	0.000	0.000
1222872.070	1.893	8.750	1.339	1223137.695	-2.615	3.463	-0.929	1224099.609	10.524	15.306	5.246	1222832.031	-0.944	5.161	1.733	1224022.461	-0.836	8.864	1.233	1223437.500	1.908	7.277	5.817	0.000	0.000
1222891.602	-0.063	10.615	1.691	1223157.227	-2.423	2.270	-0.521	1224119.141	17.448	20.382	11.539	1222851.562	-1.059	4.565	1.812	1224041.992	-4.601	13.586	2.361	1223457.031	1.228	9.210	6.477	0.000	0.000
1222911.133	0.484	14.313	4.351	1223176.758	-2.308	6.806	0.421	1224138.672	14.758	20.679	17.152	1222871.094	-2.258	4.986	-2.739	1224061.523	-10.179	18.007	7.259	1223476.562	-2.566	8.729	5.560	0.000	0.000
1222930.664	-0.926	14.452	3.372	1223196.289	-5.077	10.634	1.634	1224158.203	1.947	12.255	8.050	1222890.625	0.128	4.342	-6.432	1224081.055	-12.246	20.439	6.772	1223496.094	1.133	10.692	6.810	0.000	0.000
1222950.195	-2.392	15.207	4.824	1223215.820	-6.692	10.232	3.223	1224177.734	-5.226	2.334	0.576	1222910.156	3.962	7.011	-7.695	1224100.586	-20.252	16.539	4.041	1223515.625	2.705	10.269	7.696	0.000	0.000
1222969.727	-2.649	16.704	3.062	1223235.352	-1.615	6.695	2.273	1224197.266	-5.818	5.190	-4.751	1222929.687	6.781	14.636	-10.314	1224120.117	-26.452	10.993	-2.076	1223535.156	0.600	12.883	7.837	0.000	0.000
1222989.258	-1.539	16.869	2.139	1223254.883	2.231	7.720	-0.799	1224216.797	-3.649	14.036	0.171	1222949.219	12.676	10.707	-13.165	1224139.648	-34.213	-4.271	-5.683	1223554.687	1.413	14.616	5.667	0.000	0.000
